2023-10-25 21:15:25,712 INFO    StreamThr :3616541 [internal.py:wandb_internal():86] W&B internal server running at pid: 3616541, started at: 2023-10-25 21:15:25.710064
2023-10-25 21:15:25,713 DEBUG   HandlerThread:3616541 [handler.py:handle_request():146] handle_request: status
2023-10-25 21:15:25,714 INFO    WriterThread:3616541 [datastore.py:open_for_write():85] open: /nfs/home/students/t.reim/bachelor/pytorchtest/wandb/run-20231025_211525-973vlec9/run-973vlec9.wandb
2023-10-25 21:15:25,717 DEBUG   SenderThread:3616541 [sender.py:send():380] send: header
2023-10-25 21:15:25,737 DEBUG   SenderThread:3616541 [sender.py:send():380] send: run
2023-10-25 21:15:26,147 INFO    SenderThread:3616541 [dir_watcher.py:__init__():211] watching files in: /nfs/home/students/t.reim/bachelor/pytorchtest/wandb/run-20231025_211525-973vlec9/files
2023-10-25 21:15:26,147 INFO    SenderThread:3616541 [sender.py:_start_run_threads():1122] run started: 973vlec9 with start time 1698261325.710317
2023-10-25 21:15:26,154 DEBUG   HandlerThread:3616541 [handler.py:handle_request():146] handle_request: check_version
2023-10-25 21:15:26,154 DEBUG   SenderThread:3616541 [sender.py:send_request():407] send_request: check_version
2023-10-25 21:15:26,239 DEBUG   HandlerThread:3616541 [handler.py:handle_request():146] handle_request: run_start
2023-10-25 21:15:26,244 DEBUG   HandlerThread:3616541 [system_info.py:__init__():32] System info init
2023-10-25 21:15:26,245 DEBUG   HandlerThread:3616541 [system_info.py:__init__():47] System info init done
2023-10-25 21:15:26,245 INFO    HandlerThread:3616541 [system_monitor.py:start():194] Starting system monitor
2023-10-25 21:15:26,245 INFO    SystemMonitor:3616541 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-10-25 21:15:26,245 INFO    HandlerThread:3616541 [system_monitor.py:probe():214] Collecting system info
2023-10-25 21:15:26,246 INFO    SystemMonitor:3616541 [interfaces.py:start():190] Started cpu monitoring
2023-10-25 21:15:26,246 INFO    SystemMonitor:3616541 [interfaces.py:start():190] Started disk monitoring
2023-10-25 21:15:26,247 INFO    SystemMonitor:3616541 [interfaces.py:start():190] Started gpu monitoring
2023-10-25 21:15:26,247 INFO    SystemMonitor:3616541 [interfaces.py:start():190] Started memory monitoring
2023-10-25 21:15:26,249 INFO    SystemMonitor:3616541 [interfaces.py:start():190] Started network monitoring
2023-10-25 21:15:26,275 DEBUG   HandlerThread:3616541 [system_info.py:probe():196] Probing system
2023-10-25 21:15:26,285 DEBUG   HandlerThread:3616541 [system_info.py:_probe_git():181] Probing git
2023-10-25 21:15:26,302 DEBUG   HandlerThread:3616541 [system_info.py:_probe_git():189] Probing git done
2023-10-25 21:15:26,302 DEBUG   HandlerThread:3616541 [system_info.py:probe():244] Probing system done
