2023-11-17 14:42:16,879 INFO    StreamThr :643741 [internal.py:wandb_internal():86] W&B internal server running at pid: 643741, started at: 2023-11-17 14:42:16.877181
2023-11-17 14:42:16,880 DEBUG   HandlerThread:643741 [handler.py:handle_request():146] handle_request: status
2023-11-17 14:42:16,880 INFO    WriterThread:643741 [datastore.py:open_for_write():85] open: /nfs/home/students/t.reim/bachelor/pytorchtest/slurm/wandb/run-20231117_144216-hw1g9ai6/run-hw1g9ai6.wandb
2023-11-17 14:42:16,883 DEBUG   SenderThread:643741 [sender.py:send():380] send: header
2023-11-17 14:42:16,900 DEBUG   SenderThread:643741 [sender.py:send():380] send: run
2023-11-17 14:42:17,334 INFO    SenderThread:643741 [dir_watcher.py:__init__():211] watching files in: /nfs/home/students/t.reim/bachelor/pytorchtest/slurm/wandb/run-20231117_144216-hw1g9ai6/files
2023-11-17 14:42:17,334 INFO    SenderThread:643741 [sender.py:_start_run_threads():1122] run started: hw1g9ai6 with start time 1700228536.877562
2023-11-17 14:42:17,342 DEBUG   HandlerThread:643741 [handler.py:handle_request():146] handle_request: check_version
2023-11-17 14:42:17,342 DEBUG   SenderThread:643741 [sender.py:send_request():407] send_request: check_version
2023-11-17 14:42:17,417 DEBUG   HandlerThread:643741 [handler.py:handle_request():146] handle_request: run_start
2023-11-17 14:42:17,432 DEBUG   HandlerThread:643741 [system_info.py:__init__():32] System info init
2023-11-17 14:42:17,432 DEBUG   HandlerThread:643741 [system_info.py:__init__():47] System info init done
2023-11-17 14:42:17,432 INFO    HandlerThread:643741 [system_monitor.py:start():194] Starting system monitor
2023-11-17 14:42:17,432 INFO    SystemMonitor:643741 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-17 14:42:17,432 INFO    HandlerThread:643741 [system_monitor.py:probe():214] Collecting system info
2023-11-17 14:42:17,433 INFO    SystemMonitor:643741 [interfaces.py:start():190] Started cpu monitoring
2023-11-17 14:42:17,433 INFO    SystemMonitor:643741 [interfaces.py:start():190] Started disk monitoring
2023-11-17 14:42:17,434 INFO    SystemMonitor:643741 [interfaces.py:start():190] Started gpu monitoring
2023-11-17 14:42:17,435 INFO    SystemMonitor:643741 [interfaces.py:start():190] Started memory monitoring
2023-11-17 14:42:17,436 INFO    SystemMonitor:643741 [interfaces.py:start():190] Started network monitoring
2023-11-17 14:42:17,457 DEBUG   HandlerThread:643741 [system_info.py:probe():196] Probing system
2023-11-17 14:42:17,464 DEBUG   HandlerThread:643741 [system_info.py:_probe_git():181] Probing git
2023-11-17 14:42:17,477 DEBUG   HandlerThread:643741 [system_info.py:_probe_git():189] Probing git done
2023-11-17 14:42:17,477 DEBUG   HandlerThread:643741 [system_info.py:probe():244] Probing system done
