2023-11-06 13:53:59,364 INFO    StreamThr :1524320 [internal.py:wandb_internal():86] W&B internal server running at pid: 1524320, started at: 2023-11-06 13:53:59.362696
2023-11-06 13:53:59,365 DEBUG   HandlerThread:1524320 [handler.py:handle_request():146] handle_request: status
2023-11-06 13:53:59,366 INFO    WriterThread:1524320 [datastore.py:open_for_write():85] open: /nfs/home/students/t.reim/bachelor/pytorchtest/wandb/run-20231106_135359-s0r9xfc1/run-s0r9xfc1.wandb
2023-11-06 13:53:59,369 DEBUG   SenderThread:1524320 [sender.py:send():380] send: header
2023-11-06 13:53:59,389 DEBUG   SenderThread:1524320 [sender.py:send():380] send: run
2023-11-06 13:53:59,914 INFO    SenderThread:1524320 [dir_watcher.py:__init__():211] watching files in: /nfs/home/students/t.reim/bachelor/pytorchtest/wandb/run-20231106_135359-s0r9xfc1/files
2023-11-06 13:53:59,914 INFO    SenderThread:1524320 [sender.py:_start_run_threads():1122] run started: s0r9xfc1 with start time 1699275239.363102
2023-11-06 13:53:59,922 DEBUG   HandlerThread:1524320 [handler.py:handle_request():146] handle_request: check_version
2023-11-06 13:53:59,922 DEBUG   SenderThread:1524320 [sender.py:send_request():407] send_request: check_version
2023-11-06 13:54:00,008 DEBUG   HandlerThread:1524320 [handler.py:handle_request():146] handle_request: run_start
2023-11-06 13:54:00,013 ERROR   HandlerThread:1524320 [gpu.py:is_available():381] Error initializing NVML: RM has detected an NVML/RM version mismatch.
2023-11-06 13:54:00,014 DEBUG   HandlerThread:1524320 [system_info.py:__init__():32] System info init
2023-11-06 13:54:00,014 DEBUG   HandlerThread:1524320 [system_info.py:__init__():47] System info init done
2023-11-06 13:54:00,014 INFO    HandlerThread:1524320 [system_monitor.py:start():194] Starting system monitor
2023-11-06 13:54:00,014 INFO    SystemMonitor:1524320 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-06 13:54:00,014 INFO    HandlerThread:1524320 [system_monitor.py:probe():214] Collecting system info
2023-11-06 13:54:00,015 INFO    SystemMonitor:1524320 [interfaces.py:start():190] Started cpu monitoring
2023-11-06 13:54:00,015 INFO    SystemMonitor:1524320 [interfaces.py:start():190] Started disk monitoring
2023-11-06 13:54:00,016 INFO    SystemMonitor:1524320 [interfaces.py:start():190] Started memory monitoring
2023-11-06 13:54:00,017 INFO    SystemMonitor:1524320 [interfaces.py:start():190] Started network monitoring
2023-11-06 13:54:00,027 DEBUG   HandlerThread:1524320 [system_info.py:probe():196] Probing system
2023-11-06 13:54:00,037 DEBUG   HandlerThread:1524320 [system_info.py:_probe_git():181] Probing git
2023-11-06 13:54:00,056 DEBUG   HandlerThread:1524320 [system_info.py:_probe_git():189] Probing git done
2023-11-06 13:54:00,056 DEBUG   HandlerThread:1524320 [system_info.py:probe():244] Probing system done
